post_id,post_date,post_images,post
2020-02-24_14-35-14,2020-02-24 14:35:14,['2020-02-24_14-35-14_UTC.jpg'],"LADRÃO. Esse foi o nome escolhido por Gandalf para descrever a função que Bilbo exerceria na missão. Por falta de heróis que enfrentassem o dragão frente a frente, Gandalf propôs que os anões usassem a porta secreta para entrar no castelo sob a montanha - e Bilbo, então, poderia “roubar” o ouro do dragão.
.
Parece muito simples. Bilbo deveria seguir com os anões até a montanha e lá cumprir sua função de “ladroagem”. Entretanto, o caminho até lá era extremamente comprido e cheio de desafios e perigos. Bilbo poderia ter escolhido fazer apenas o que foi contratado para fazer, permanecer dentro dos limites de sua “função” e ser um fardo para seus companheiros de viagem. Bilbo poderia ter se achado “digno demais” para ir além da tarefa a que havia sido chamado a cumprir (roubar o dragão) e se recusado a carregar a bagagem, a procurar comida, a suportar a “chatice” dos anões, a caminhar quando estava cansado,  a salvar os anões de aranhas gigantes, etc.
.
Finalmente, ele poderia ter processado os anões por não terem declarado exatamente sua tarefa e o levado a fazer coisas que estavam além de sua função. Ou podia ter retornado ao seu lar argumentando que havia sido enganado e aquela missão não era pra ele.
.
No entanto, Bilbo tinha uma consciência disposta a escolher o certo em cada ocasião, a despeito dos pensamentos mesquinhos que se lançavam em sua mente. Isso fez com que nosso ladrão fosse também um andarilho de terras ermas, um Hobbit sem desjejum,  um desafiador de trolls, um desbravador de cavernas sombrias, um contador de adivinhas, um escalador de árvores, um viajante dos ares, um caminhante na escuridão, um destruidor de aranhas gigantes, um libertador de prisões, um navegante inusitado, um diplomata inesperado. Um apreciador do Belo, um amigo dos elfos, um caminhante corajoso, um companheiro confiável, um líder valorizado, um amigo leal, um estrategista sábio. Seu caráter não teria sido aperfeiçoado e a missão não teria sido levada a bom termo se Bilbo estivesse decidido a ser apenas um roubador de dragão.
.
Continua nos comentários
"
2020-02-22_13-32-53,2020-02-22 13:32:53,['2020-02-22_13-32-53_UTC.jpg'],"“Eu tentei achar um guerreiro, mas eles estão ocupados lutando uns contra os outros em terras distantes, e por estes lados os heróis são raros, ou simplesmente impossíveis de encontrar.” - Gandalf
.
Um dragão há muito havia invadido o reino dos anões, matando a todos e roubando o ouro que lhes pertencia. Havia um mapa e uma chave  para a porta secreta que dava acesso ao interior do castelo sob a montanha. Para chegar lá a partir do Condado (habitação de Bilbo), era preciso ir do oeste até o extremo nordeste, enfrentando perigos noite e dia, passando por lugares desolados habitados por orcs e lobos vorazes, e uma longa e densa floresta negra, de horríveis animais malignos. Finalmente, ao chegar lá e utilizar a porta secreta, teriam de lidar com o dragão.
.
Tarefa fácil para um grande herói, tarefa instigante para um guerreiro. Tarefa totalmente fora de sério para um pequeno Hobbit que nunca estivera fora das redondezas seguras e confiáveis de sua confortável habitação.
.
Heróis existem, mas definitivamente não era o caso do senhor Bolseiro. Para ele, as noites insones, os dias em jejum, a aproximação de um orc sempre seria caso de grande tensão e desgaste. Não só inexperiente, ele era inadequado. Ele não tinha sangue heroico suas veias. Ele era apenas um Hobbit, cuja vida pacífica até aquele momento não havia dado qualquer oportunidade para a luta contra perigos mortais. O heroísmo seria forjado na marra.
.
Os anões olharam para Bilbo com desconfiança e até duvidaram da sabedoria de Gandalf por ter-lhe escolhido para a missão. O próprio Bilbo tinha certeza de estar no lugar errado e somente sua confiança em Gandalf pode mantê-lo no caminho. Gandalf sabia: ele não tinha sido escolhido por engano, ele era a pessoa certa para a missão. Por quê? Porque havia algo, que nem o próprio Bilbo conhecia exatamente, operando nele e fora dele. Algo operando para o seu próprio bem, sim. Mas, mais do que isso: algo nele e fora dele operando para um Bem muito maior do que ele mesmo, e que ele jamais poderia ter concebido (sabemos o quanto sua aventura contribuiu para o avanço do Bem no mundo).
.
Continua nos comentários.
"
2020-02-21_11-49-12,2020-02-21 11:49:12,['2020-02-21_11-49-12_UTC.jpg'],"Talvez esse tenha sido um dos maiores impactos que recebi ao ler o Hobbit. Um pouco na primeira vez, um pouco na segunda, mas definitivamente na terceira vez que o li: compreender quem era Gandalf.
.
Gandalf não é Hobbit, não é homem, não é elfo. Gandalf é, de fato, um ser de outro mundo. Ele é poderoso, mas não tanto quando gostaríamos. Faz algumas mágicas para diversão, mas nas horas importantes, sua mágica é pouco valiosa afinal. Ele não é um guerreiro, mas sabe manejar uma espada. Ele não é um cavalheiro, mas se porta como um. Ele não é um alto elfo, mas tem a mesma capacidade de acumular sabedoria. Gandalf não é um ser estanque, pronto e acabado, mas continua amadurecendo, aprendendo, melhorando. Gandalf não controla as circunstâncias, não advinha pensamentos, não sabe nem metade do que gostaria de saber. Então, o que afinal faz com que Gandalf seja tão grande, carregue consigo uma expectativa de que “algo vai acontecer”? Seja o responsável por fazer tantos partirem em aventuras (já falamos que aventuras são missões desafiadoras em busca de promover o Bem no mundo)?
.
O fato é que Gandalf veio ao mundo com uma capacidade impressionante de dilatar o coração em favor do próximo. Mas, mais do que isso, ele é plenamente consciente de sua missão: promover o Bem, fazer guerra contra o mal. Gandalf não entrou na terra média para desfrutar dela, mas para enfrentar seus perigos e acender no coração de seus habitantes uma chama de amor capaz de consumir a indiferença diante do mal, principalmente aquele mal sutil que se apresenta a grandes e pequenos na convidativa ideia de “fazer aquilo que estamos com vontade de fazer”, i.e., viver para si mesmo.
.
Ninguém melhor do que alguém que há muito tempo tem consciência de sua missão no mundo para acender em corações adormecidos a chama do desejo de servir, sacrificar, permanecer, amar. Por isso Bilbo confiou em Gandalf, mesmo quando seu lado Bolseiro relutou (e relutaria outras vezes) e aceitou fazer parte dessa aventura.
.
Eu tenho o privilégio de conhecer algumas pessoas assim, que já não vivem mais para si mesmas há eras, mas o principal e quem me embarcou nessa missão da maternidade foi meu marido, meu Gandalf.
"
2020-02-20_20-23-57,2020-02-20 20:23:57,['2020-02-20_20-23-57_UTC.jpg'],"Ainda vou gastar alguns posts falando sobre a história do Hobbit de Tolkien e a minha maternidade, pois não é por qualquer razão que digo que este livro impactou profundamente minha maneira de me enxergar e enxergar minha missão enquanto mãe. Estou certa de que Tolkien não me tinha em mente quando escreveu, também não creio que ele tenha pensado em qualquer outra mãe ao construir essa história. Mas me identifiquei com as falhas de Bilbo, aprendi com suas lutas e ganhei com suas vitórias.
.
“Eu não gosto de aventuras. São desagradáveis e desconfortáveis! Fazem com que você se atrase para o jantar! Não consigo imaginar o que as pessoas veem nelas – disse o nosso Sr. Bolseiro”.
.
Foi com essas palavras que o senhor Bolseiro respondeu à possibilidade de viver uma aventura. Já falamos sobre aventuras no contexto do livro. Não são oportunidades de viver coisas novas para satisfação pessoal, mas jornadas desafiadoras em busca de promover o Bem no mundo. Pois então, o que Bilbo, no fundo, estava dizendo era que ele preferia manter seu próprio conforto a cuidar dos interesses de outros, ainda que por nobres causas.
.
Mas Bilbo acabou embarcando em uma boa aventura, por decisão própria e força das circunstâncias, por uma soma de motivos bons e ruins, sabendo e ao mesmo tempo não sabendo exatamente o que o esperava (você pode ver na imagem o tamanho do contrato que teve que assinar). E, ele se atrasou para o jantar, para o café, para o almoço, e muito mais: passou meses inteiros sem refeições regulares, mas finalmente descobriu que pouco importa perder um jantar (ou muitos) quando estamos servindo a uma grande causa. Ele descobriu que melhor coisa é dar do que receber e, estou certa, de que teria se atrasado para muitos outros jantares com um sorriso no rosto e não com uma carranca se nova oportunidade se apresentasse.
.
E com ele pude compreender que ao longo do caminho, e até estar “de volta outra vez”, eu perderei muitos “jantares”, mas tudo isso terá valido a pena, e sido, na verdade, um privilégio - pois ser usado por Deus como instrumento para a promoção de Seu Bem no mundo não é um direito meu e perder a oportunidade de fazer o bem sorrindo é mesmo uma lástima!
"
2020-02-19_23-28-44,2020-02-19 23:28:44,['2020-02-19_23-28-44_UTC.jpg'],"AINDA SOBRE O HOBBIT (e minha maternidade)
.
A história do livro O Hobbit exerceu profundo impacto sobre minha maternidade, porque eu “me vi” no senhor Bilbo Bolseiro, e me deixei levar com ele por essa maravilhosa aventura.
.
Antes do começo, ainda na introdução do livro, lemos uma pequena apresentação sobre quem são os Hobbits e do que se trata a história. Ao longo da descrição, o narrador nos conta sobre a ascendência de Bilbo. Ele nos conta que seu avô gostava de aventuras. A primeira vista, podemos pensar que uma aventura se trata de buscar viver de maneira inconsequente novas experiências. Mas conhecendo bem o responsável pelas aventuras, Gandalf, não podemos chegar a essa conclusão. Na verdade, estamos falando sobre lutar pelo bem *no mundo* por meio de feitos aparentemente pequenos, mas de valor heroico.
.
Por um lado, Bilbo possuía esse sangue aventureiro. Por outro, que se manifestava de maneira muito maior, Bilbo Bolseiro era um típico melancólico como seu pai. Seus olhos brilhavam ao ouvir falar sobre as grandes aventuras, mas não a ponto de se ver envolvido em uma delas. Ele era do tipo pacato, previsível, que nunca fazia qualquer coisa inesperada.
.
Seu lado Bolseiro estava muito satisfeito com sua casa impecável, suas refeições regulares, seus momentos de descanso, sua vida comum e respeitável. Mas esta é justamente a história de como um Bolseiro teve uma aventura e se viu dizendo e fazendo coisas totalmente inesperadas.
.
E não é só a história dele, mas a minha. Porque a descrição de Bilbo, kkk, é a minha descrição. Quando eu estava casada e muito bem instalada em uma vida previsível e confortável, eu “fui embarcada” em uma aventura de perder o “respeito”. Essa imagem da foto bem poderia ser eu mesma, pois nessa aventura eu já fiz muita coisa que jamais imaginaria, desde rolar no chão brincando com as crianças, trilhas com bebê no sling, até algumas outras coisas menos divertidas como ir na padaria com o cabelo despenteado, passar o dia sem conseguir escovar os dentes, deixar a louça acumular na pia por vários dias seguidos, etc...
.
Mas essa é a história que me lembra que fazer coisas inesperadas por um bem maior não precisa ser um fardo.
"
2020-02-17_19-24-14,2020-02-17 19:24:14,['2020-02-17_19-24-14_UTC.jpg'],"Quem já leu o Hobbit? Não, não disse quem já assistiu o filme, mas quem já leu o livro mesmo! Faz tempo que tenho desejo de escrever sobre ele e também sobre mim. Na verdade, sobre nós e sobre nossas lutas e conquistas nessa grande aventura em que fomos colocados. Sim, ele, assim como eu, não exatamente escolhemos uma aventura, mas também não “caímos” nela. As coisas aconteceram exatamente de uma maneira em que ela não poderia ser impedida.
.
Nosso hobbit, já chegou “lá e de volta outra vez”, mas eu ainda não cheguei lá, e ler o fim que levou me dá esperanças de também ter um final de feliz para sempre. Não que a gente mereça, claro! Mas porque “todas as nossas aventuras e fugas não são conseguidas por mera sorte, apenas para nosso próprio benefício, afinal de contas, somos  apenas pequenas pessoas neste mundo enorme!”.
.
Você deve estar se perguntando o que, afinal, eu e um personagem de conto de fadas temos em comum e de que tipo de aventura estou falando.
.
Bilbo Bolseiro, meu querido Hobbit. Um mero Hobbit, tão reduzido em força, tão insignificante em sua vida pacata. Este mesmo. Assim mesmo, em seus defeitos e qualidades, nas qualidades de seus defeitos e nos defeitos de suas qualidades, este pequeno Hobbit comum. Bilbo Bolseiro foi providencialmente colocado em uma aventura de atravessar um “mundo”, desafiar trolls violentos, lobos ferozes, orcs diabólicos, aranhas gigantes, um dragão maligno e participar de uma verdadeira guerra contra as forças do mal. O mais difícil de tudo isso foi lutar contra seu próprio coração e fazer o seu dever a despeito dos sacrifícios envolvidos, errar e lidar com as consequências, sofrer o impacto do erro de seus amigos e permanecer com eles.
.
Finalmente, Bilbo voltou para casa, para o aconchego de seu lar e o desfrute das coisas comuns. Mas ao se reencontrar, não viu mais aquele que havia partido, mas alguém melhor.
.
Minha aventura não é de orcs e aranhas gigantes. Mas figurativamente, passo pelos mesmos desafios. A minha aventura é a maternidade e Bilbo me dá esperanças de que um dia, quando eu estiver “de volta outra vez”, com meus filhos adultos, e tudo for novamente pacato e confortável, eu não serei mais a mesma.
"
2020-02-07_22-03-35,2020-02-07 22:03:35,['2020-02-07_22-03-35_UTC.jpg'],"Pensamos no bem dos outros. Sim, pensamos no bem daqueles a quem amamos, dos nossos maridos, dos nossos filhos. Desejamos fazer o bem a eles em nossos corações. Desejamos intensamente.
.
Frequentemente, no entanto, nos deparamos com aquele olhar indisposto, com aquele grito de raiva, com aqueles trinta minutos a mais na cama que sacrificam o café da manhã em família.
.
É claro que isso acontece por diversos motivos. É uma luta interna entre nosso querer e a vontade de Deus (que façamos o bem aos outros, negando a nós mesmos). Como o próprio Cristo disse aos seus discípulos mais chegados, “jejuai e orai para que não entreis em tentação, porque o espírito está pronto, mas a carne é fraca”! E é fraca mesmo! Tanto que jejuar e orar são duas atividades totalmente ligadas ao corpo (exercício e nutrição).
.
Mas estamos fadadas a simplesmente lastimar pelas oportunidades de fazer o bem desperdiçadas e por todo mal disseminado em seu lugar? De forma alguma! Então, por onde podemos começar?
.
Comece hoje com um pequeno passo para melhorar alguma coisa em sua nutrição, repouso ou exercício.
.
> Nutrição: pode ser um compromisso de tomar 15 minutos de sol diariamente, ou de passar a comer algo que seja bom para saúde, mas você não come porque não gosta, ou de retirar algo da alimentação que você sabe que prejudica a saúde, ou de respeitar as refeições sem ficar beliscando nos intervalos entre elas, etc, etc.
.
>Repouso: pode ser um compromisso de dormir uma hora mais cedo, ou limitar a quantidade de horas dormindo a um tempo específico e não ficar enrolando na cama, ou tirar um cochilo a tarde com as crianças para compensar o déficit de sono noturno,etc.
.
>Exercício (que envolve exercício da mente e do copo): pode ser o compromisso de ler um livro durante dez minutos diários, ou fazer uma caminhada de 15 minutos perto de casa mesmo que seja com as crianças, ou brincar de pique pega, ou vivo-morto, etc, com as crianças, ou mesmo fazer um esporte, etc.
.
Que tal? Comprometa-se em cuidar de seu corpo para ter mais energia para fazer o bem pelos que estão ao seu redor!
.
@ariellepedrosa
"
2020-01-07_01-07-57,2020-01-07 01:07:57,['2020-01-07_01-07-57_UTC.jpg'],"PODEMOS TER ESPERANÇAS DE UM FELIZ ANO NOVO
.

Já dizia Paulo que a esperança permanece juntamente com a fé e o amor (1Co 13:13). Ao olharmos para o mundo, no entanto, vemos tantas atrocidades acontecendo, tantas coisas boas sendo destruídas e esquecidas, tantas alegrias se convertendo em tristezas, que ficamos céticos. E, quando finalmente olhamos para dentro de nós, para o nosso próprio coração, para nossos desafios pessoais e familiares, encontramos ali também mil outros motivos para desanimar.
.

Todas as situações externas somadas ao mundo de pecado e fraqueza internos aparecem diante de nós como montanhas intransponíveis, e cansamos só de olhar. O próprio Pensador olhou para o mundo e para o homem e chegou a uma conclusão definitiva: “tudo é vaidade!” (Ec 1:2), sim, quando não há temor do Senhor (Ec 12:13). Quando tudo o que vivemos é esta vida, quando nossos olhos não estão postos no Deus da eternidade, o que nos resta é apenas aflição de espírito.
.
Mas nós cristãos, ao contrário, podemos trazer à memória o que nos dá esperança: somos alvo das misericórdias do Senhor que se renovam a cada manhã. Não vivemos para o presente, não trabalhamos para o presente, e não buscamos retornos imediatos. Vivemos com esperança. Vivemos pela esperança. A esperança que flui da humilde certeza de que somos alvos diários da infinita bondade de Deus. Porque Ele não somente quer nos fazer bem, mas assim o fará por todos os dias (Sl 23:6).
.

Isso significa que podemos esperar com alegria por um feliz ano novo, mesmo em meio às aflições. Podemos esperar que, acima de tudo, Ele está fazendo todas as coisas cooperarem para que a cada dia sejamos mais parecidos com Cristo. E, assim, trabalhar, carregando a preciosa semente mesmo em meio às lágrimas, pois é certo que voltaremos com alegria trazendo nossa colheita (Sl 126:6). Não precisamos transpor montanhas inteiras em um único dia. Nossa esperança é que, um passo de cada vez, um dia de cada vez, Deus suprirá a força de que precisamos para viver a experiência mais que feliz de andar em Seus caminhos (Sl 1:1).
.
@ariellepedrosa .
#ariellepedrosa #educaçãoinfantil #educacaoinfantil #educacaonolar #educaçãonolar #charlottemason
"
2019-09-17_13-25-41,2019-09-17 13:25:41,['2019-09-17_13-25-41_UTC.jpg'],"É sério gente, amor pelos livros vem através do exemplo. 👌🏻
"
2019-09-16_23-50-18,2019-09-16 23:50:18,['2019-09-16_23-50-18_UTC.jpg'],"Essa aí na foto sou eu indo pela primeira vez ao mercado com as três crianças. Lá se foram dez meses de uma prática que se tornou comum.
.
Muitas mães me perguntam como eu dou conta de três, como eu saio com três, como, como, como isso é possível?
.
 O fato é que não é fácil não. Não mesmo. Ninguém disse que seria.
.
O fato é que nossa geração fast food se esqueceu do processo por meio do qual conseguimos chegar a um determinado fim. Nossa tendência é querer o resultado, na primeira vez, sem custo, sem trabalho, sem sacrifício.
.
Papinhas Nestlé, comidas industrializadas, sobremesas prontas no mercado, bolo “de caixinha”, fast food, entretenimento na tela, e a lista de coisas continua, com as quais obtemos resultados rápidos com o mínimo de custo possível, melhor ainda se for indolor.
.
Nós não sabemos gastar energia, não sabemos trabalhar duro para obter algo de valor, nós não sabemos esperar para ganhar o presente no aniversário, nós não sabemos sentir dor, suar a camisa, se sacrificar em prol de algo bom, simplesmente porque é moralmente bom, ainda que não nos traga prazer.
.
Se estou falando de você, meu amigo, quero dizer que também estou falando dessa Arielle da foto. [leia o texto completo nos stories ou nos destaques]
"
2019-08-16_14-40-16,2019-08-16 14:40:16,['2019-08-16_14-40-16_UTC.jpg'],"Pra que pratos na mesa do café da manhã se além dos pratos as crianças vão sujar o jogo americano e o chão? Aliás, pra que jogo americano se a mesa também vai sujar? Não estou falando de crianças bagunceiras, estou falando daquelas que se esforçam para não sujar, mas ainda não conseguem ser perfeitas. Pra que mais coisas para limpar?
.
O fato é que desleixo gera desleixo e cuidado gera cuidado. Uma criança a quem o cuidado de uma mesa posta não é confiado é uma criança com menos possibilidades de se tornar confiável. Afinal, se mamãe não confia que ela pode aprender a cuidar de coisas valiosas (não por seu valor em reais, mas por sua delicadeza) por que ela mesma deveria confiar e se responsabilizar? É muito mais fácil viver crendo na incapacidade (principalmente a nossa), pois ela nos escusa do trabalho e do gasto de energia envolvidos no cuidado e na responsabilização.
.
E, aliás, que exemplo as crianças estão aprendendo quando nos veem fugindo do trabalho, evitando mais um copo para lavar, nos importando menos com o serviço cuidadoso e abnegado do que com nosso próprio conforto em ter menos pratos para lavar?
.
O importante aqui não são os pratos. Apliquemos os princípios à toda a nossa vida. Faz diferença trabalhar mais quando percebemos que estamos, na verdade, com isso, unindo tijolos para a construção de um caráter heróico em nós e em nossos filhos.
.
“A graça divina pode realizar tudo isso em almas fracas e desprovidas de vontade, e então elas farão o que puderem; mas seu poder de serviço é limitado por seu passado. Não é assim com o filho da mãe cristã, cujo maior desejo é treiná-lo para a vida cristã. Quando despertar para a consciência de quem é e a quem serve, a mãe já terá preparado esse filho para aquele elevado serviço, com todas as faculdades em treinamento ― um homem de guerra desde sua juventude; acima de tudo, com uma vontade eficaz, capaz de determinar e de fazer conforme Seu beneplácito.” Educação no Lar, 416
"
2019-08-16_00-17-30,2019-08-16 00:17:30,['2019-08-16_00-17-30_UTC.jpg'],"Fomos visitar uma amiga da mamãe hoje. Quando me viram separando as roupas de piscina, as crianças vibraram. A tarde na piscina hoje foi muito especial, e sabe por que? Por causa da ESPERA.
.
Eu disse a elas que poderiam entrar depois do almoço. As crianças tiveram sua parte na preparação do almoço. Logo que almoçamos, as crianças estavam ansiosas para entrar na piscina. Mas, antes de entrar, mamãe disse que precisávamos lavar as louças e ajudar a organizar a cozinha.
.
O Joel limpou a mesa, a Elisa colocou algumas louças na máquina e eles tiveram que ESPERAAAAR até tudo estar organizado.
.
Tenho trabalhado muito a espera com eles e o trecho abaixo explica ligeiramente o motivo. É uma pena o espaço ser pequeno para o texto completo!
.
""Queremos um tônico de Esperança “bem e sabiamente composto”, e devemos dar aos jovens esse tônico. Pois bem, é extremamente fácil satisfazermos todos os desejos de uma criança imediatamente. É tão fácil dar a criança um deleite ou outro e, com isso, providenciar para que todos os dias tenham seu prazer ou sua nova posse, que as crianças se acostumam e crescem com o hábito de gratificação constante e sem qualquer prática de esperança. Até mesmo o aniversário é antecipado cem vezes no ano, e tudo é dado NÃO PARA AQUELE QUE ESPERA, MAS PARA AQUELE QUE QUER. Ao invés disso, podemos educar as crianças na esperança, fazer com que elas esperem e trabalhem pela bicicleta, ou pelo livro, ou pelo presente de aniversário, para que tenham coisas pelas quais esperar com ansiedade. Alimentá-las com contos de elevados esforços e grandes realizações, deixá-las compartilhar nossa aflição sobre aquelas coisas que são como manchas em nossa vida nacional, alimentá-las na esperança de que elas mesmas possam fazer algo para tornar nossa nação boa e grandiosa; mostra-las que é sempre uma única pessoa aqui ou ali, de tempos em tempos, que eleva a nação a níveis mais altos e dá ao resto de nós algo pelo qual vale a pena viver."" - Charlotte Mason
"
2019-07-26_02-34-33,2019-07-26 02:34:33,['2019-07-26_02-34-33_UTC.jpg'],"“ Intimamente conectado ao hábito de ‘trabalho perfeito’ está o hábito de concluir qual- quer coisa que estiver fazendo. Uma criança raramente deve ser autorizada a começar um novo empreendimento até que o anterior esteja concluído.” -Charlotte Mason (Educação no Lar, 224)
.
Minha mãe se esforçou para me ensinar isso, mas não fui muito boa aluna até poucos anos. Não sou mais criança, mas tenho me esforçado para fazer valer: nunca deixar uma tarefa inacabada.
.
#charlottemasonbrasil #educacaonolar #vivendocharlottemason #ariellepedrosa
"
2019-07-26_01-44-05,2019-07-26 01:44:05,['2019-07-26_01-44-05_UTC.jpg'],"Eu acho que tenho um “pé de roupa”. Toda vez que recolho do varal sinto que elas se multiplicaram 🧐😬 (detalhe que 90% é das crianças) rsrs
"
2019-07-25_13-44-48,2019-07-25 13:44:48,['2019-07-25_13-44-48_UTC.jpg'],"Saindo de mãos vazias. Foi-se o tempo em que Cultura era cultura 🤣🤣 Amazon é mais barata 🤷🏻‍♀️
"
2019-07-25_12-38-15,2019-07-25 12:38:15,['2019-07-25_12-38-15_UTC.jpg'],"A maior frequentadora de shoppings para não dizer o contrário🤣🤣🤣 Não sabia que os shoppings abriam as 10h e estou fazendo a meninada esperar trinta minutos no carro 😅😅
Tudo pela #cultura (é a livraria cultura mesmo rs)!
"
2019-07-14_19-17-13,2019-07-14 19:17:13,['2019-07-14_19-17-13_UTC.jpg'],"Repost from @abeleza.importa - Com técnicas de pintura e impressão, Mary Cassat deu vida eterna ao cotidiano de mulheres e crianças do século XIX.

Com êxito, capturou cenas do dia a dia, repletas da graça que há no olhar e trato de uma mãe com seus filhos.

E fez mais.

Retomou o tema ""Madonna e a criança"" numa versão atualizada que mescla um objeto tradicional com técnicas modernas.

Mary Cassat fez disto sua especialidade. 
E em trabalhos mais maduros, como em ""Maternal Caress"", Cassat dá mais foco à criança. Demonstrando sua sensibilidade na observação dos pequeninos que cresciam no final do século XIX e começo do século XX.
.
#abelezaimporta #marycassat
#charlottemasonbrasil
"
2019-07-13_15-47-45,2019-07-13 15:47:45,['2019-07-13_15-47-45_UTC.jpg'],"Terei que juntar muito dinheiro para umas plantinhas kkk vou me esforçar até parar de matá-las kkk
.
Dê uma olhada na hashtag: #coleus 😱
.
Repost from @1000dicasdejardinagem - #DICA🌷404🌷 
O coléus é uma daquelas plantas que você pode cultivar a partir de sementes ou de galhos, no sol ou em meia sombra, em vaso ou diretamente no canteiro, isoladamente ou combinado com outras plantas, você pode fazer regas a cada 15 dias ou todos os dias, em solos pobrinhos ou ricos em matéria orgânica, pode fazer podas de contenção ou deixar crescer a vontade, enfim, não é a toa que é considerado uma planta magnífica e de muito fácil cultivo. O mais difícil vai ser escolher as estampas e a variedades, porquê é uma mais linda que a outra! Que tal cultivar coléus?🤩👏👏 #amoplantas #amoplantaseflores #meujardim #meuverde #minhapaixao #minhasflores #minhasplantas #minhasplantinhas #vincas #jardimnopote #jardimurbano #jardinagem #jardineiro #jardineiroamador #flores #flores🌸 #suculentas #rosadodeserto #roseiras #flowers #floresdobrasil #jardimemcasa #casaejardim #coleus #coleusplant #coleusplants
"
2019-07-11_13-13-10,2019-07-11 13:13:10,['2019-07-11_13-13-10_UTC.jpg'],"Repost from @plug_design - Aquele resumo para salvar e levar na hora de escolher as suas verdinhas 🌿⁣
⁣
Você já assistiu nosso vídeo com as sugestões de plantas para apartamento e ambientes internos? Nele explicamos com mais detalhes essas indicações e a classificação do paisagismo de ""sombra, meia sombra e sol pleno"". Confira no feed @plug_design ⁣
⁣⁣
Respondendo à dúvida da @kikka120377 sobre quais plantas ela pode ter em uma apartamento bem iluminado, porém sem incidência solar direta, preparamos essa seleção com 6 opções para você levar a natureza para dentro de casa!⁣⁣
⁣⁣⁣
Essa #dicaplug também te ajudou? Compartilhe com aquela pessoa que ama plantas na decoração e marque ela aqui nos comentários!⁣⁣⁣
⠀⠀⠀⠀⠀⠀⠀⠀⁣⁣⁣
⠀⠀⠀⠀⠀⠀⠀⠀⠀⁣⁣⁣
#urbanjungle #green #paisagismo #decoração #design #designdeinteriores #arquitetura #vaso #plantas #jardinagemepaisagismo #paisagista #casaejardim #paisagismoresidencial #jardinagem #jardim⁣ #monstera #monsteramonday #costeladeadao #apartamentopequeno #apartamento
"
2019-07-02_22-27-08,2019-07-02 22:27:08,"['2019-07-02_22-27-08_UTC_2.jpg', '2019-07-02_22-27-08_UTC_1.jpg']","Já sei que quero plantas, mas por que elas não me querem? 😭 sou especialista em Assassinato Botânico 🤣🤣🤣
"
2019-06-13_02-00-28,2019-06-13 02:00:28,['2019-06-13_02-00-28_UTC.jpg'],"Já faz um tempo que te amo. 😘 @welitondeeca
"
2019-05-30_02-00-11,2019-05-30 02:00:11,['2019-05-30_02-00-11_UTC.jpg'],"FRAQUEZA DE CARÁTER 
Insegura. Essa palavra sempre me caracterizou. Minha mãe, na sabedoria que Deus lhe conferiu, logo leu isso em meus pequenos olhos e buscou me cercar de todas as certezas e seguranças que eu poderia ter nessa vida. E, em muitos aspectos ela foi extremamente bem sucedida. Ela me deu a segurança de um lar, de uma família amorosa, de uma rotina constante, de sua presença e de um Deus criador que é Pai fiel. Isso foi muito mais do que eu merecia. .
Inconstância. A insegurança sempre quis me empurrar a inconstância. O medo de errar e de prosseguir, a incerteza dos resultados, o peso da responsabilidade rapidamente se precipitavam sobre minha mente, fazendo-me paralisar, “travar”, desistir, voltar. Nisso minha mãe também sabiamente me socorreu ao me encorajar sempre a terminar o que comecei, a fazer o que precisava ser feito, a seguir em frente independente da situação.
.
Boas sementes foram plantadas desde o começo. No entanto, quando precisei assumir as responsabilidades sobre minha própria vida e me vi adulta e sem mamãe, a insegurança e a inconstância frequentemente fizeram parte dos meus dias. Onde estava minha mãe para me fazer continuar?
.
Foi então que percebi que algo tinha que se mover dentro e não fora de mim. Foi então que percebi que havia colocado sobre a minha mãe uma responsabilidade que não era dela: o poder de decidir, de me fazer realizar o que eu deveria realizar. Percebi que havia uma fraqueza em meu caráter, que havia uma fraqueza na minha vontade, que eu precisava ser movida não a partir de fora (por motivos externos), mas a partir de dentro.
.
Quando isso aconteceu, as sementes plantadas ainda na infância tiveram solo fértil para voltar a crescer. Desde então tenho visto a minha vontade se fortalecer, o meu caráter voltar a se desenvolver. Pequenas e grandes conquistas se agregam aqui. Depois de muitas coisas deixadas à beira do caminho, parti para uma nova etapa na minha vida, em que, ao meu tempo e minhas condições, as tarefas precisam ser concluídas e assim tem sido!
.
E por que a foto? Porque hoje percebi que frequentamos esse lugar há mais de um ano e que a constância tem me dado a segurança de que preciso.
"
2019-05-21_16-16-20,2019-05-21 16:16:20,['2019-05-21_16-16-20_UTC.jpg'],"Matando a vontade de doce após o almoço com cacau em pó + óleo de coco + açúcar de coco. É muito gostoso (só eu que não gosto, pq não é doce kkk) 🥰😆
"
